,Gene,PCA_feat
20126,100506844,"[-0.43595012809443856, -0.09993573089347119, -0.00015264521224410803, -0.000564079835945954, 0.001368492157982943]"
20127,100506860,"[-0.4665987705737992, -0.1314162494912051, 0.14749983046890686, 0.005732004147809696, 0.0031086722151328866]"
20128,100506866,"[-0.3552872141831858, -0.020885197498565926, -0.32610963236202395, -0.01279540930260267, -0.12818405604582986]"
20129,100506881,"[-0.4733698751613779, -0.13721555323827955, 0.16107905815728418, 0.005804070145409821, 0.04147984488533611]"
20130,100506915,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20131,100506922,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
20132,100506930,"[-0.46160763057338783, -0.1245252636044662, 0.09438208813992899, 0.0026929452812273964, 0.06082433463069074]"
20133,100506939,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20134,100506963,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20135,100506965,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20136,100507008,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20137,100507012,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20138,100507027,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20139,100507034,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20140,100507043,"[-0.44245756379117734, -0.10892018084706749, 0.06910213276098029, 0.003398237420484122, -0.0738810423838203]"
20141,100507056,"[-0.3704274749315512, -0.034596745346910034, -0.2834830520897566, -0.011784838438024805, -0.0668507223849505]"
20142,100507057,"[-0.4519639417242094, -0.11840252299848009, 0.11025226207805518, 0.0050291860798477575, -0.06406928548782824]"
20143,100507064,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20144,100507073,"[-0.47772922528831924, -0.14323426243049445, 0.20747303563449282, 0.008458438016222179, -0.008930037477619475]"
20145,100507086,"[-0.4665987705737992, -0.1314162494912051, 0.14749983046890686, 0.005732004147809696, 0.0031086722151328866]"
20146,100507096,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20147,100507098,"[-0.382821509393011, -0.04815931167524728, -0.2100623172206321, -0.00828902257807249, -0.09350099218290746]"
20148,100507118,"[-0.4642947971983224, -0.13187786165736498, 0.18300062046200286, 0.00848653284022308, -0.08998897728052493]"
20149,100507127,"[-0.4380350346768889, -0.10281424398540012, 0.022035778798594793, 0.0007054004500947626, -0.02274058201560452]"
20150,100507135,"[-0.4315973473466158, -0.05917277692686549, -0.3335045704968923, -0.018870810428968862, 0.6945192726168439]"
20151,100507140,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20152,100507163,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20153,100507170,"[-0.45475477010892884, -0.11870648357005398, 0.08147177120028547, 0.0026776988040974224, 0.02032830151376914]"
20154,100507175,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20155,100507178,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20156,100507195,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20157,100507217,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20158,100507240,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20159,100507246,"[-0.3558558250693086, -0.02167024652363745, -0.32005824399543137, -0.01244918740640975, -0.13475925809317182]"
20160,100507249,"[-0.46798870829543276, -0.13333525821915762, 0.16229211314279957, 0.006578324338503517, -0.012964043900592097]"
20161,100507254,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20162,100507257,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20163,100507266,"[-0.4617044587170961, -0.12830152720981688, 0.15543318456974847, 0.0069092997575664365, -0.06003527906485565]"
20164,100507274,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20165,100507300,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20166,100507303,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20167,100507308,"[-0.42529557544770835, -0.09241734757624684, 0.00495950496305115, 0.0011566553694425364, -0.11183587987637232]"
20168,100507316,"[-0.43367568454994737, -0.09679553479318516, -0.02435819867861383, -0.0019489674207176474, 0.027669300347351107]"
20169,100507321,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20170,100507347,"[-0.40668047039525934, -0.07390827790802128, -0.07464778199394757, -0.001969715971869838, -0.13298742324793933]"
20171,100507391,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20172,100507392,"[-0.48843600398094406, -0.1543739303015026, 0.2613983181699295, 0.010820299567548609, -0.01299926268157177]"
20173,100507401,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20174,100507404,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
20175,100507406,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20176,100507410,"[-0.3502247205728597, 0.3317309206163417, 0.4038723741894791, 0.13425458025855194, -0.0409853948559674]"
20177,100507420,"[-0.43157982502604475, -0.09745107858558762, 0.011818433536102225, 0.0008256799503795836, -0.06476464471210881]"
20178,100507421,"[-0.2537027815722249, 0.7012744330095774, 0.525516992697485, 0.22964627345076893, 0.02249473845712202]"
20179,100507428,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20180,100507431,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20181,100507433,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20182,100507436,"[-0.2900992805679649, 0.04675907637644655, -0.5914971166375168, -0.021929015589260137, -0.21422049101732307]"
20183,100507444,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20184,100507458,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20185,100507463,"[-0.41040803064873094, -0.07905471040571228, -0.03497756936850835, 0.0002999609031726302, -0.17609152555829255]"
20186,100507466,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20187,100507475,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20188,100507487,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20189,100507495,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20190,100507500,"[-0.4431820624829796, -0.10627787694459784, 0.01679193063846098, -0.0003180187613540131, 0.03748105724334314]"
20191,100507501,"[-0.4642947971983224, -0.13187786165736498, 0.18300062046200286, 0.00848653284022308, -0.08998897728052493]"
20192,100507506,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20193,100507521,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20194,100507524,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20195,100507527,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20196,100507530,"[-0.47677058753666246, -0.14545990427303992, 0.25575244458239366, 0.011925529179705272, -0.11451438663176342]"
20197,100507533,"[-0.41296471997359574, -0.07894200891736201, -0.0677888534208965, -0.002300691390932788, -0.0859161880836757]"
20198,100507540,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20199,100507567,"[-0.485845665499718, -0.15079759585395452, 0.23383088227767512, 0.009243066484892001, 0.016954435534097523]"
20200,100507582,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20201,100507584,"[-0.4584823303624005, -0.12385291606774493, 0.12114198382572469, 0.004947375679139939, -0.022775800796584138]"
20202,100507588,"[-0.4565718694934569, -0.06698514838931847, 0.22673954329706672, 0.027587512301744707, -0.0013283834064386627]"
20203,100507589,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20204,100507600,"[-0.475897034655257, -0.1407046600163751, 0.18797411756436172, 0.007342834128489451, 0.01225672467492705]"
20205,100507602,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
20206,100507612,"[-0.49279535410788544, -0.16039263949371754, 0.307792295647138, 0.013474667438360987, -0.06340914504452727]"
20207,100507632,"[-0.42898948654481867, -0.09387474413803958, -0.015749002356152203, -0.0007515531322770377, -0.03481094649643959]"
20208,100507651,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20209,100507679,"[-0.37600691291306465, -0.03447777805887811, -0.1834569382688355, -0.0030642424561880825, -0.1707898475227917]"
20210,100507703,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20211,100508120,"[-0.475897034655257, -0.1407046600163751, 0.18797411756436172, 0.007342834128489451, 0.01225672467492705]"
20212,100509894,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20213,100526664,"[-0.39441279390849343, -0.060520166918588844, -0.14672376389271835, -0.005388593632668187, -0.10779830946050281]"
20214,100526693,"[-0.46982089892846085, -0.13586486063315453, 0.18179103121296167, 0.007693928226266942, -0.03415080605312647]"
20215,100526694,"[-0.3781710853416303, 0.13337043045262637, -0.2848530520235069, 0.029433663182961724, 0.7137148642595762]"
20216,100526737,"[-0.10385493439771541, 0.8708638005325049, -0.09499595674315976, 0.2112066311326999, -0.09988694499595263]"
20217,100526739,"[-0.46798726809943847, -0.13333006788868046, 0.1622934246274399, 0.006579626467957888, -0.012963526450687239]"
20218,100526740,"[-0.47677058753665513, -0.14545990427301364, 0.2557524445824003, 0.011925529179711849, -0.11451438663176085]"
20219,100526760,"[-0.4846789138521814, -0.1528293059105849, 0.28143444904430165, 0.012690039009749235, -0.08929361804032579]"
20220,100526767,"[-0.43240998990360624, -0.09636947472023671, 0.032229825597957035, 0.0028472488981526, -0.08559138771870982]"
20221,100526772,"[-0.4926276927519703, -0.15978840378621997, 0.30794497298686696, 0.01362625568800866, -0.0633489057763914]"
20222,100526783,"[-0.4846789138936173, -0.15282930605991563, 0.28143444900656905, 0.012690038972285737, -0.08929361805521331]"
20223,100526790,"[-0.4387300035377056, -0.10377374834937635, 0.02943192013554111, 0.0011285605454416621, -0.030776940073467016]"
20224,100526794,"[-0.4375246929362199, -0.08053437117357727, -0.33890218494021335, -0.024229922181819803, 0.6923896288575114]"
20225,100526820,"[-0.4803195637695453, -0.14681059687804246, 0.23504047152674723, 0.010035671098878826, -0.038883735693288804]"
20226,100526823,"[-0.48843600398094406, -0.1543739303015026, 0.2613983181699295, 0.010820299567548609, -0.01299926268157177]"
20227,100526825,"[-0.4698208989284948, -0.13586486063327693, 0.18179103121293066, 0.007693928226236224, -0.034150806053138624]"
20228,100526830,"[-0.41738724908788405, -0.08504794577902935, -0.020722499458511002, 0.00039214557945657663, -0.13705664845189144]"
20229,100526833,"[-0.453796132357272, -0.12093212541259941, 0.12975118014818632, 0.006144789967580508, -0.08525604764037482]"
20230,100526835,"[-0.4617044587170961, -0.12830152720981688, 0.15543318456974847, 0.0069092997575664365, -0.06003527906485565]"
20231,100526836,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20232,100526842,"[-0.20164844637426257, 0.5078904524139516, -0.23879277615698055, 0.11561888980373367, -0.08193242817246703]"
20233,100527960,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
20234,100527963,"[-0.4519639390366787, -0.11840251331287205, 0.11025226452539953, 0.005029188509734562, -0.06406928452222171]"
20235,100527978,"[-0.4863748706148007, -0.14694580012243227, 0.26327524656199397, 0.01268383930548228, -0.012258715375192608]"
20236,100528007,"[-0.456334244792603, -0.12088717530636378, 0.09828118332970893, 0.0036394262935222094, 0.00206385138226349]"
20237,100528016,"[-0.3114754364527496, 0.02167056257660257, -0.49688630450886784, -0.019004810684096565, -0.2110500494749475]"
20238,100528017,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20239,100528020,"[-0.46170282147724323, -0.12829562675186396, 0.15543467548829606, 0.0069107800409758885, -0.06003469081880475]"
20240,100528021,"[-0.4625390815523798, -0.12156127025420896, 0.1263797920466387, 0.006152399494165537, 0.028635146901547125]"
20241,100528023,"[-0.3955500156807391, -0.06209026496873185, -0.13462098715953347, -0.004696149840282349, -0.12094871355518688]"
20242,100528024,"[-0.3707955959141808, -0.0386541682479557, -0.2210837369531402, -0.007509896183424942, -0.18777720964955924]"
20243,100528030,"[-0.44300069248469925, -0.03920736715588087, 0.2062142964815841, 0.03194297552641918, -0.024514538956240943]"
20244,100528032,"[-0.3071160863258081, 0.027689271768817494, -0.5432802819860765, -0.02165917855490897, -0.16064016711199186]"
20245,100528062,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
20246,100528064,"[-0.4368973437456881, -0.07827346388269053, -0.33833090239887476, -0.023662714758311942, 0.6926150299697532]"
20247,100529063,"[-0.30481027079418727, 0.21143298114625547, -0.17409628454524817, 0.054042085481698296, -0.09141075858092518]"
20248,100529067,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
20249,100529097,"[-0.36863898271652734, 0.20302422760569896, 0.21901396741582013, 0.08828076608921766, -0.006069190333629697]"
20250,100529141,"[-0.46798870829543276, -0.13333525821915762, 0.16229211314279957, 0.006578324338503517, -0.012964043900592097]"
